music_id,music_name,music_artist,music_difficulty
674,キミは“見ていたね”？ -結城 莉玖ソロver.-,曲：篠崎あやと、橘亮祐／歌：結城 莉玖(CV：朝日奈 丸佳),"[3, 6, 9, 12, '']"
675,キミは“見ていたね”？ -東雲 つむぎソロver.-,曲：篠崎あやと、橘亮祐／歌：東雲 つむぎ(CV：和泉 風花),"[3, 6, 9, 12, '']"
676,give it up to you -桜井 春菜ソロver.-,曲：中土智博／歌：桜井 春菜(CV：近藤 玲奈),"[3, 6, 11, 13, '']"
677,give it up to you -早乙女 彩華ソロver.-,曲：中土智博／歌：早乙女 彩華(CV：中島 唯),"[3, 6, 11, 13, '']"
678,ミライメモリーズ！,為栗メロ（CV:会沢紗弥）新阪ルナ（CV:香里有佐）恋浜みろく（CV:柳原かなこ）「駅メモ！ - ステーションメモリーズ！-」,"[2, 6, 9, 12.6, '']"
679,霧の書斎,igel,"[3, 7.7, 10.7, 14.4, '']"
680,Magical Panic Adventure,削除,"[5, 10, 13.5, 15.1, '']"
681,私たち、四季を遊ぶんです！！,Re:STAGE! ALL IDOL「Re:ステージ！プリズムステップ」,"[2, 7, 9.7, 12.9, 14.2]"
682,"Like the Sun, Like the Moon",ステラマリス「Re:ステージ！プリズムステップ」,"[3, 7, 10.7, 12.9, '']"
683,せーので跳べって言ってんの！,本城香澄（CV：岩橋由佳）「Re:ステージ！プリズムステップ」,"[4, 7, 10, 13.7, '']"
686,BABYLON,SHIKI,"[3, 8, 12.6, 13.9, '']"
684,エピトゥリカの祀,sasakure.UK,"[2, 8, 11.7, 13.9, '']"
685,Velaciela (Hyper Mix),naotyu-,"[2, 8, 10.7, 13.4, '']"
713,涙隠しておんな道,曲：橘亮祐、篠崎あやと／歌：九條 楓(CV：佳村 はるか),"[1, 5, 9.7, 12.5, '']"
720,Op.I《fear-TITΛN-》,xi vs かねこちはる,"[6, 10, 13.8, 15.1, '']"
696,回転 feat.あやぽんず＊,森羅万象,"[3, 6, 10, 12.7, '']"
695,神々が恋した幻想郷,Unlucky Morpheus,"[3, 8, 11.1, 14, '']"
701,Island Breeze,Palme,"[2, 7, 12.5, 13.3, '']"
690,HEAVEN'S RAVE,AXiS「Tokyo 7th シスターズ」,"[2, 6, 11.2, 13.8, '']"
694,幽霊東京,Ayase,"[2, 6, 9, 12.2, '']"
687,リテラチュア,上田麗奈「魔女の旅々」,"[1, 5, 9, 12.7, '']"
691,ヒステリックナイトガール,PSYQUI,"[2, 6, 9.7, 13.2, '']"
692,金木犀 feat.Ado,くじら,"[2, 6, 9, 12.7, '']"
700,Butterfly Wave,曲：馬渕直純／歌：3年生シューターズ,"[2, 7, 10.7, 13.5, '']"
715,YURUSHITE (LeaF Remix),t+pazolite / LeaF,"[4, 8, 12, 14.1, '']"
689,うまぴょい伝説,スペシャルウィーク （CV.和氣あず未）、サイレンススズカ （CV.高野麻里佳）、トウカイテイオー （CV.Machico）,"[3, 6, 9, 12.4, 13.7]"
699,Alea jacta est!,BlackY fused with WAiKURO,"[3, 9, 12.3, 14.7, '']"
697,8OROCHI,REDALiCE「太鼓の達人」,"[4, 8, 12.4, 14.5, '']"
698,FREEDOM DiVE,xi,"[5, 9.7, 13.3, 14.9, '']"
702,ICEBURN,Srav3R,"[4, 8.7, 11.9, 14, '']"
703,Knocking Harder,Massive New Krew,"[3, 8.7, 12.4, 14.1, '']"
704,Final Flash Flight,かめりあ,"[4, 9.7, 12.8, 14.7, '']"
717,Princesses Holiday,pan,"[2, 8, 12.3, 14, '']"
718,まりもとおもちゃ箱,やどりぎ,"[3, 8, 11.1, 13.8, '']"
719,其のエメラルドを見よ,庭師,"[5, 10.4, 13.4, 14.7, '']"
712,UTOPIA CRASH,曲：本多友紀（Arte Refact）／歌：逢坂 茜(CV：大空 直美),"[3, 7.7, 10.7, 13.8, '']"
714,FANTASY BABY,曲：Tomggg／歌：珠洲島 有栖(CV：長縄 まりあ),"[4, 7.7, 10.4, 12.9, '']"
716,Girl's Party Planet!,曲：山本恭平（Arte Refact）／歌：桜井 春菜(CV：近藤 玲奈)、早乙女 彩華(CV：中島 唯)、井之原 小星(CV：ももの はるな)、柏木 咲姫(CV：石見 舞菜香),"[1, 6, 10, 12.4, '']"
693,Let Me Know (feat. Masayoshi Iimori),電音部、鳳凰火凛 (CV: 健屋花那)、瀬戸海月 (CV: シスター・クレア)、大賀ルキア (CV: 星川サラ),"[3, 7.7, 11, 13.3, '']"
705,Jump!! Jump!! Jump!! -星咲 あかりソロver.-,曲：宮崎誠／歌：星咲 あかり(CV：赤尾 ひかる),"[3, 6, 9, 12, '']"
706,Jump!! Jump!! Jump!! -藤沢 柚子ソロver.-,曲：宮崎誠／歌：藤沢 柚子(CV：久保田 梨沙),"[3, 6, 9, 12, '']"
707,Jump!! Jump!! Jump!! -三角 葵ソロver.-,曲：宮崎誠／歌：三角 葵(CV：春野 杏),"[3, 6, 9, 12, '']"
708,Jump!! Jump!! Jump!! -高瀬 梨緒ソロver.-,曲：宮崎誠／歌：高瀬 梨緒(CV：久保 ユリカ),"[3, 6, 9, 12, '']"
709,Jump!! Jump!! Jump!! -逢坂 茜ソロver.-,曲：宮崎誠／歌：逢坂 茜(CV：大空 直美),"[3, 6, 9, 12, '']"
721,So much loving you★ -DIVA Edit-,古墳P,"[2, 6, 10.4, 13.7, '']"
722,サイハテ,小林オニキス,"[2, 5, 10.7, 13.8, '']"
723,ミラクルペイント,OSTER project,"[4, 7, 10.7, 13.3, '']"
724,パラジクロロベンゼン,オワタP,"[2, 7, 11.4, 13.9, '']"
725,無敵☆moment,Peaky P-key「D4DJ」,"[2, 5, 9, 12.6, '']"
726,クライノイド,燐舞曲「D4DJ」,"[4, 7.7, 9.7, 13, '']"
728,In Chaos,Hiro「Crackin'DJ」,"[2, 8, 11.8, 14.8, '']"
727,ワガママMIRROR HEART,大橋彩香「政宗くんのリベンジ」,"[4, 7, 9.7, 12.7, '']"
731,Blows Up Everything,USAO,"[5, 9, 12.3, 14.1, '']"
729,ポジティブ☆ダンスタイム,キノシタ feat.音街ウナ・鏡音リン,"[4, 8, 11.3, 12.4, '']"
730,マイオドレ！舞舞タイム,キノシタ feat. そらみこ,"[3, 7, 10, 12.9, '']"
732,"HELLO,SOFMAP WORLD",ソフマップ 店内BGM　歌：光吉猛修 コーラス：音撃譜面部,"[2, 6, 8.7, 12.8, '']"
733,BLUE ZONE,Tatsh x NAOKI,"[3, 8, 11.7, 14.3, '']"
734,別れのワルツ,編曲：SEGA SOUND STAFF,"[0, 0, 0, 0, 0]"
735,空色メモリーズ,成海遥香（CV：雨宮天）、煌上花音（CV：本渡楓）、楠明日葉（CV：田村睦心）、南ひなた（CV：五十嵐裕美）、サドネ（CV：悠木碧）、朝比奈心美（CV：原田ひとみ）「バトルガール ハイスクール」,"[2, 6, 9.7, 12.5, 13.8]"
736,Departure,f*f（CV：本渡楓・下地紫野）「バトルガール ハイスクール」,"[3, 7, 9, 12.6, '']"
745,Baqeela (Creepy Remix),owl＊tree Remixed by Sampling Masters MEGA,"[3, 8, 12.2, 14.4, '']"
747,オンソクデイズ!!,cosMo＠暴走P,"[5, 9.7, 13.4, 14.9, '']"
748,MarbleBlue.,MisoilePunch♪,"[5, 10, 13.5, 15.3, '']"
742,超前進！満点スマイル！,曲：橘亮祐、篠崎あやと／歌：日向 千夏(CV：岡咲 美保),"[4, 8, 11.4, 13.5, '']"
743,ランダムサンデー,曲：Nika Lenz（Arte Refact）／歌：柏木 美亜(CV：和氣 あず未),"[2, 7, 10, 12.8, '']"
744,Little Twinkle,曲：馬渕直純／歌：東雲 つむぎ(CV：和泉 風花),"[2, 6, 9, 12.1, '']"
746,Vibes 2k20 (owl＊aging remix),owl＊tree,"[3, 8, 11.9, 13.8, '']"
737,最強 the サマータイム!!!!! -星咲 あかりソロver.-,曲：村カワ基成／歌：星咲 あかり(CV：赤尾 ひかる),"[3, 6, 9.7, 12, '']"
738,最強 the サマータイム!!!!! -高瀬 梨緒ソロver.-,曲：村カワ基成／歌：高瀬 梨緒(CV：久保 ユリカ),"[3, 6, 9.7, 12, '']"
739,最強 the サマータイム!!!!! -日向 千夏ソロver.-,曲：村カワ基成／歌：日向 千夏(CV：岡咲 美保),"[3, 6, 9.7, 12, '']"
740,最強 the サマータイム!!!!! -柏木 美亜ソロver.-,曲：村カワ基成／歌：柏木 美亜(CV：和氣 あず未),"[3, 6, 9.7, 12, '']"
741,最強 the サマータイム!!!!! -東雲 つむぎソロver.-,曲：村カワ基成／歌：東雲 つむぎ(CV：和泉 風花),"[3, 6, 9.7, 12, '']"
750,Trrricksters!!,s-don vs. 翡乃イスカ,"[3, 9, 12.3, 14.4, '']"
749,タイガーランペイジ,sasakure.UK,"[4, 8, 11.2, 13.9, '']"
751,ロング・スロー・アライブ,はるまきごはん feat.めらみぽっぷ,"[4, 8, 10, 12.8, '']"
752,Electric Emotion,nmk feat.橘花音,"[4, 8, 11.7, 13.9, '']"
753,Akasagarbha -reincarnate-,wa. vs ETIA.,"[3, 9, 12.4, 14.5, '']"
754,REAL VOICE,達見 恵 featured by 佐野 宏晃,"[4, 7, 10, 13.4, '']"
758,Geki Geki!! 激闘Break Out!!,曲：Haggy Rock(Dream Monster)／歌：藤沢 柚子(CV：久保田 梨沙)、井之原 小星(CV：ももの はるな)、逢坂 茜(CV：大空 直美),"[4, 7, 10, 13.2, '']"
756,卑怯戦隊うろたんだー,シンP,"[2, 7, 9.7, 13.8, '']"
757,音弾超人ゴリライザー,ゴリライザー制作委員会,"[2, 7.7, 11.9, 14.2, '']"
755,ビビッドヒーロー,DIVELA,"[2, 7, 9, 12.6, '']"
759,STARRED HEART -星咲 あかりソロver.-,曲：広川恵一 (MONACA)／歌：星咲 あかり(CV：赤尾 ひかる),"[2, 6, 11, 12.7, '']"
760,STARRED HEART -結城 莉玖ソロver.-,曲：広川恵一 (MONACA)／歌：結城 莉玖(CV：朝日奈 丸佳),"[2, 6, 11, 12.7, '']"
761,STARRED HEART -九條 楓ソロver.-,曲：広川恵一 (MONACA)／歌：九條 楓(CV：佳村 はるか),"[2, 6, 11, 12.7, '']"
762,STARRED HEART -珠洲島 有栖ソロver.-,曲：広川恵一 (MONACA)／歌：珠洲島 有栖(CV：長縄 まりあ),"[2, 6, 11, 12.7, '']"
763,STARRED HEART -東雲 つむぎソロver.-,曲：広川恵一 (MONACA)／歌：東雲 つむぎ(CV：和泉 風花),"[2, 6, 11, 12.7, '']"
767,New World,FELT,"[4, 7, 10, 13.5, '']"
768,妖々跋扈 ～ Who done it！！！,demetori,"[3, 8, 12.1, 14.6, '']"
764,U.N.オーエンは彼女なのか？ - Greater Scarlet,並木 学「東方幻想麻雀」,"[3, 8, 11.9, 14.2, '']"
765,Singing to the gods,来兎「東方幻想麻雀」,"[3, 6, 11.2, 12.9, '']"
766,キュアリアス光吉古牌　－祭－,光吉猛修「東方幻想麻雀」,"[2, 7.7, 10.4, 13.4, '']"
769,幽闇に目醒めしは,セブンスヘブンMAXION,"[2, 5, 10, 12.1, '']"
770,Armageddon,LeaF,"[4, 9, 12.8, 14.4, '']"
771,Over the Border,COOL&CREATE × 宝鐘マリン feat.不知火フレア,"[2, 7.7, 10, 13.4, '']"
777,Ai C,Feryquitous,"[4, 9.7, 13, 14.8, '']"
778,ゼーレンヴァンデルング,ke-ji(CERTIA),"[4, 9, 12.3, 14.8, '']"
779,Stardust:RAY,kanone vs. BlackY,"[5, 10, 13.8, 15.2, '']"
773,Resolution,曲：ANCHOR／歌：皇城 セツナ(CV：八巻 アンナ),"[3, 8, 10.7, 13.2, '']"
776,ヒストリー×ブレイカー,曲：中土智博／歌：⊿TRiEDGE [高瀬 梨緒(CV：久保 ユリカ)、結城 莉玖(CV：朝日奈 丸佳)、藍原 椿(CV：橋本 ちなみ)],"[2, 7, 11, 13.3, '']"
774,ロッキンピンクモンスター (豚乙女ランコVo Ver.),豚乙女,"[5, 8.7, 11.8, 13.8, '']"
775,FLUFFY FLASH (C-Show & Maozon Remix),C-Show & Maozon,"[4, 9, 12.8, 14.5, '']"
780,ストリーミングハート,DECO*27,"[4, 7.7, 10.4, 13.4, '']"
781,敗北の少年,kemu,"[3, 7, 10.7, 13.1, '']"
782,オートファジー,柊キライ,"[3, 7.7, 11.1, 13.8, '']"
783,マチガイサガシ,まふまふ「#コンパス」,"[4, 7.7, 9.7, 12.9, '']"
784,Cyaegha,USAO「Arcaea」,"[3, 8, 12.5, 13.9, '']"
785,Malicious Mischance,s-don「Arcaea」,"[3, 7.7, 12, 14.3, '']"
786,Alice's Suitcase,Endorfin.「Arcaea」,"[3, 8, 10.4, 13.2, '']"
788,Tempestissimo,t+pazolite「Arcaea」,"[5, 9.7, 12.8, 14.8, '']"
787,Löschen,BlackY feat. Risa Yuzuki「Arcaea」,"[3, 9, 11.6, 13.7, '']"
789,Transcend Lights -星咲 あかりソロver.-,曲：小高光太郎／歌：星咲 あかり(CV：赤尾 ひかる),"[2, 7, 10, 12, '']"
790,Transcend Lights -高瀬 梨緒ソロver.-,曲：小高光太郎／歌：高瀬 梨緒(CV：久保 ユリカ),"[2, 7, 10, 12, '']"
791,Transcend Lights -柏木 美亜ソロver.-,曲：小高光太郎／歌：柏木 美亜(CV：和氣 あず未),"[2, 7, 10, 12, '']"
792,Transcend Lights -東雲 つむぎソロver.-,曲：小高光太郎／歌：東雲 つむぎ(CV：和泉 風花),"[2, 7, 10, 12, '']"
793,Transcend Lights -皇城 セツナソロver.-,曲：小高光太郎／歌：皇城 セツナ(CV：八巻 アンナ),"[2, 7, 10, 12, '']"
794,Magic,niki feat.noire,"[3, 8, 10, 13, '']"
795,L'épilogue,SOUND HOLIC feat. Nana Takahashi,"[2, 7, 11, 13.9, '']"
803,光焔のラテラルアーク,大国奏音,"[5, 10.4, 14, 15.3, '']"
797,Selenadia,Lime,"[6, 10.7, 13.9, 15.4, '']"
799,しとしとと,t+pazolite,"[4, 9.7, 13.5, 14.8, '']"
802,夢を叶える場所,Junk,"[2, 8, 11.1, 13.8, '']"
805,μ3,水野健治 VS 穴山大輔,"[7, 11.4, 14.3, 15.6, 0]"
808,Recollect Lines,ああああ vs ぺのれり,"[8.7, 12.5, 14.7, 15.7, '']"
809,Memories of O.N.G.E.K.I.,SEGA SOUND STAFF arranged by Kanon Oguni,"[3, 7.7, 11, 13.8, '']"
806,HEADLINER,曲：田中秀和／歌：オンゲキシューターズ,"[3, 7, 10.7, 13, '']"
796,青空コントレール,曲：脇眞富（Arte Refact）／歌：星咲 あかり(CV：赤尾 ひかる)、日向 千夏(CV：岡咲 美保),"[2, 6, 9, 11.9, '']"
800,イルミネーション,曲：央海加亥／歌：柏木 咲姫(CV：石見 舞菜香),"[2, 7.7, 10.4, 12.8, '']"
801,Diamond Dust -crystal piano Arr.-,igel,"[5, 9.7, 12.7, 14.6, '']"
798,Flower,曲：白戸佑輔(Dream Monster)／歌：ASTERISM [星咲 あかり(CV：赤尾 ひかる)、藤沢 柚子(CV：久保田 梨沙)、三角 葵(CV：春野 杏)],"[3, 7, 9, 12.1, '']"
804,怨撃,細江慎治,"[0, 0, 0, 0, 15]"
807,怨撃・真,細江慎治,"[0, 0, 0, 0, 0]"
810,朝焼けプラットホーム,40mP feat.シャノ,"[4, 7, 9.7, 12.4, '']"
811,ここからはじまるプロローグ。,ああああ,"[3, 8, 11.8, 14, '']"
812,絆はずっとGrowing Up!!! -星咲 あかりソロver.-,曲：原田篤（Arte Refact）／歌：星咲 あかり(CV：赤尾 ひかる),"[4, 6, 10, 12, '']"
813,絆はずっとGrowing Up!!! -藤沢 柚子ソロver.-,曲：原田篤（Arte Refact）／歌：藤沢 柚子(CV：久保田 梨沙),"[4, 6, 10, 12, '']"
814,絆はずっとGrowing Up!!! -三角 葵ソロver.-,曲：原田篤（Arte Refact）／歌：三角 葵(CV：春野 杏),"[4, 6, 10, 12, '']"
815,とびだせ！TO THE COSMIC!!,t+pazolite feat. しゃま(CV:種﨑 敦美) & みるく(CV:伊藤 あすか),"[3, 8, 11, 13.6, '']"
816,コスモポップファンクラブ,ナユタン星人,"[2, 7, 10.4, 13.2, '']"
818,Paradisoda,魂音泉,"[2, 6, 11.3, 13.4, '']"
819,夢花火,豚乙女,"[4, 8, 10.7, 13.9, '']"
820,ハードコア・シンドローム,t+pazolite (HARDCORE TANO*C) feat.TANO*C ALL STARS,"[5, 9, 12.7, 14.5, '']"
821,Ring,R Sound Design feat.向日葵,"[2, 7, 9.7, 12.4, '']"
823,Caliburne ～Story of the Legendary sword～,Project Grimoire,"[5, 9.7, 12.7, 14.6, '']"
822,FestivaLight,霜月はるか,"[3, 7, 10, 12.7, '']"
824,撩乱乙女†無双劇 -高瀬 梨緒ソロver.-,曲：Haggy Rock & 佐藤厚仁／歌：高瀬 梨緒(CV：久保 ユリカ),"[4, 7, 11, 13, '']"
825,撩乱乙女†無双劇 -藍原 椿ソロver.-,曲：Haggy Rock & 佐藤厚仁／歌：藍原 椿(CV：橋本 ちなみ),"[4, 7, 11, 13, '']"
826,撩乱乙女†無双劇 -結城 莉玖ソロver.-,曲：Haggy Rock & 佐藤厚仁／歌：結城 莉玖(CV：朝日奈 丸佳),"[4, 7, 11, 13, '']"
827,宙の隣,くるぶっこちゃん,"[5, 8.7, 11.9, 14.1, '']"
828,ユメキキョウ,RD-Sounds feat.中恵光城,"[3, 7.7, 10, 13.6, '']"
829,宿星審判,suzu,"[6, 10, 13.6, 15.1, '']"
710,YO-KAI Disco,安井洋介「まもるクンは呪われてしまった！」,"[3, 7, 11.6, 13.8, 13.8]"
830,Girl's Party Planet! -桜井 春菜ソロver.-,曲：山本恭平（Arte Refact）／歌：桜井 春菜(CV：近藤 玲奈),"[1, 6, 10, 12, '']"
831,Girl's Party Planet! -早乙女 彩華ソロver.-,曲：山本恭平（Arte Refact）／歌：早乙女 彩華(CV：中島 唯),"[1, 6, 10, 12, '']"
833,Girl's Party Planet! -柏木 咲姫ソロver.-,曲：山本恭平（Arte Refact）／歌：柏木 咲姫(CV：石見 舞菜香),"[1, 6, 10, 12, '']"
832,Girl's Party Planet! -井之原 小星ソロver.-,曲：山本恭平（Arte Refact）／歌：井之原 小星(CV：ももの はるな),"[1, 6, 10, 12, '']"
834,C & B,PSYQUI feat.Such,"[4, 8, 11.8, 13.9, '']"
835,はちみつアドベンチャー,Yunomi feat.nicamoq,"[3, 7, 10.4, 13, '']"
837,MUSIC PЯAYER,A-One,"[3, 8, 11.4, 14, '']"
838,the EmpErroR,sasakure.UK,"[6, 9.7, 13.5, 14.9, '']"
836,キャットラビング,香椎モイミ,"[2, 6, 9, 12.5, '']"
839,Cosmic Train,Shoichiro Hirata feat.SUIMI,"[2, 6, 9, 13.1, '']"
840,渦状銀河のシンフォニエッタ,山本真央樹,"[5, 9.7, 12.9, 14.7, '']"
841,HEADLINER -星咲 あかりソロver.-,曲：田中秀和／歌：星咲 あかり(CV：赤尾 ひかる),"[3, 7, 10.7, 13, '']"
842,HEADLINER -藤沢 柚子ソロver.-,曲：田中秀和／歌：藤沢 柚子(CV：久保田 梨沙),"[3, 7, 10.7, 13, '']"
843,HEADLINER -三角 葵ソロver.-,曲：田中秀和／歌：三角 葵(CV：春野 杏),"[3, 7, 10.7, 13, '']"
844,HEADLINER -高瀬 梨緒ソロver.-,曲：田中秀和／歌：高瀬 梨緒(CV：久保 ユリカ),"[3, 7, 10.7, 13, '']"
845,HEADLINER -桜井 春菜ソロver.-,曲：田中秀和／歌：桜井 春菜(CV：近藤 玲奈),"[3, 7, 10.7, 13, '']"
846,HEADLINER -柏木 咲姫ソロver.-,曲：田中秀和／歌：柏木 咲姫(CV：石見 舞菜香),"[3, 7, 10.7, 13, '']"
847,HEADLINER -逢坂 茜ソロver.-,曲：田中秀和／歌：逢坂 茜(CV：大空 直美),"[3, 7, 10.7, 13, '']"
848,HEADLINER -日向 千夏ソロver.-,曲：田中秀和／歌：日向 千夏(CV：岡咲 美保),"[3, 7, 10.7, 13, '']"
849,HEADLINER -皇城 セツナソロver.-,曲：田中秀和／歌：皇城 セツナ(CV：八巻 アンナ),"[3, 7, 10.7, 13, '']"
850,青空コントレール -星咲 あかりソロver.-,曲：脇眞富（Arte Refact）／歌：星咲 あかり(CV：赤尾 ひかる),"[2, 6, 9, 11.7, '']"
851,青空コントレール -日向 千夏ソロver.-,曲：脇眞富（Arte Refact）／歌：日向 千夏(CV：岡咲 美保),"[2, 6, 9, 11.7, '']"
853,レイニーカラー・ウォーターカラー,烏屋茶房 feat.利香,"[2, 6, 10.4, 12.8, '']"
852,グッバイ宣言,Chinozo,"[3, 6, 10.7, 12.9, '']"
854,TECHNOPOLIS 2085,PRASTIK DANCEFLOOR,"[2, 9, 13.3, 14.4, '']"
855,キラメケ→Shoot it Now!,t+pazolite feat.ななひら,"[4, 7.7, 10.7, 13.3, '']"
857,Starry Colors,BlackY feat. Risa Yuzuki,"[4, 8, 12.6, 14.4, '']"
856,ヴァンパイア,DECO*27,"[3, 6, 10, 12.8, '']"
858,蜘蛛の糸,きくお×cosMo＠暴走P feat.影縫英,"[4, 10, 13.7, 14.9, '']"
859,遺伝子レベル∞スパイラル,NAOKI feat.小坂りゆ,"[3, 7, 10.4, 13.9, '']"
862,花と、雪と、ドラムンベース。,kanone feat. せんざい,"[5, 8, 11.7, 14.6, '']"
861,シル・ヴ・プレジデント,P丸様。,"[3, 7, 9.7, 12.5, 13.6]"
860,恋ひ恋ふ縁,KOTOKO,"[2, 6, 9, 12.6, '']"
863,YAMINABE☆PANIC ～ご馳走詰め込みフルコース～ -三角 葵ソロver.-,曲：高木龍一(Dream Monster)／歌：三角 葵(CV：春野 杏),"[4, 7.7, 10, 13, '']"
864,YAMINABE☆PANIC ～ご馳走詰め込みフルコース～ -桜井 春菜ソロver.-,曲：高木龍一(Dream Monster)／歌：桜井 春菜(CV：近藤 玲奈),"[4, 7.7, 10, 13, '']"
865,YAMINABE☆PANIC ～ご馳走詰め込みフルコース～ -珠洲島 有栖ソロver.-,曲：高木龍一(Dream Monster)／歌：珠洲島 有栖(CV：長縄 まりあ),"[4, 7.7, 10, 13, '']"
867,Hainuwele,ETIA.,"[5, 9.7, 13.5, 14.9, '']"
866,フォニイ,ツミキ,"[3, 7, 10, 12.8, '']"
868,POTENTIAL,TAG,"[6, 10.7, 13, 15.1, '']"
869,BREaK! BREaK! BREaK!,HiTECH NINJA vs Cranky,"[5, 9.7, 12.9, 14.5, '']"
870,FestA of PandemoniuM,"山本真央樹 vs Masahiro ""Godspeed"" Aoki (feat. Dylan Reavey)","[7.7, 11, 14, 15.4, '']"
873,宣誓センセーション,KiRaRe「Re:ステージ！プリズムステップ」,"[3, 8, 12, 14, '']"
872,君とインフィニティ -2021-,オルタンシア「Re:ステージ！プリズムステップ」,"[4, 7, 10.7, 13.3, '']"
871,Time and Space,ステラマリス「Re:ステージ！プリズムステップ」,"[3, 7.7, 10.4, 13.2, '']"
875,いちげき！のテーマ,曲：ヒゲドライバー／歌：いちげきしゅーたーず！,"[4, 8.7, 11.5, 13.8, '']"
874,Imitation:Loud Lounge,Ino(chronoize),"[2, 7, 11, 13.7, '']"
878,Let you DIVE!,HARDCORE TANO*C & エリザベス（CV:大西沙織）「WACCA」,"[3, 6, 10.7, 12.8, '']"
877,Quon,DJ Noriken「WACCA」,"[3, 7, 11.7, 13.7, '']"
876,PARALLEL★PRISM,P*Light「WACCA」,"[4, 8, 12.6, 14.2, '']"
879,Butterfly Wave -早乙女 彩華ソロver.-,曲：馬渕直純／歌：早乙女 彩華(CV：中島 唯),"[2, 7, 10.7, 13, '']"
880,Butterfly Wave -九條 楓ソロver.-,曲：馬渕直純／歌：九條 楓(CV：佳村 はるか),"[2, 7, 10.7, 13, '']"
881,Butterfly Wave -皇城 セツナソロver.-,曲：馬渕直純／歌：皇城 セツナ(CV：八巻 アンナ),"[2, 7, 10.7, 13, '']"
883,Starlight★Limited,カタオカツグミ,"[4, 9, 12.3, 14.3, '']"
882,星めぐり、果ての君へ。,TAKU1175 ft.駄々子,"[4, 7.7, 10.4, 12.9, '']"
886,Regulus,お月さま交響曲,"[6, 10, 13.7, 15.2, '']"
885,月影のトロイメライ,トロワアンジュ「Re:ステージ！プリズムステップ」,"[4, 7, 10.7, 13, '']"
884,Seventeen Feels,テトラルキア「Re:ステージ！プリズムステップ」,"[5, 8.7, 12.6, 13.9, '']"
888,モンダイナイトリッパー！,名取さな,"[4, 8, 10.7, 13.5, '']"
887,アンチグラビティ・ガール,月ノ美兎,"[3, 7.7, 11.4, 13.8, '']"
890,ラグトレイン,稲葉曇,"[2, 5, 9, 12.9, '']"
889,ヴィラン,てにをは,"[2, 6, 10.7, 13.5, '']"
891,Snow Colored Score,イロドリミドリ,"[2, 6, 9.7, 12.6, '']"
892,シンデレラディスコ -藍原 椿ソロver.-,曲：橘亮祐、篠崎あやと／歌：藍原 椿(CV：橋本 ちなみ),"[2, 7, 10, 13, '']"
893,シンデレラディスコ -早乙女 彩華ソロver.-,曲：橘亮祐、篠崎あやと／歌：早乙女 彩華(CV：中島 唯),"[2, 7, 10, 13, '']"
895,Azucar,litmus*,"[3, 9.7, 12.3, 14, '']"
894,Candy Tall Woman,naotyu- feat. 佐々木恵梨,"[5, 8, 11, 13.7, '']"
896,Rainbow Rush Story,いるかアイス feat.ちょこ,"[4, 8, 11, 13.6, '']"
899,with U,t+pazolite & Massive New Krew feat. リリィ(CV:青木志貴)「WACCA」,"[3, 7.7, 10.7, 13.8, '']"
898,Knight Rider,USAO「WACCA」,"[4, 9, 12.2, 14.1, '']"
897,Invisible Frenzy,Kobaryo「WACCA」,"[6, 9.7, 13.6, 14.9, '']"
901,夏宵スターマイン,曲：本多友紀（Arte Refact）／歌：オンゲキシューターズ,"[2, 7, 10, 13.2, '']"
900,オン×ステージ！,曲：塩野 海／歌：星咲 あかり(CV：赤尾 ひかる)、式宮 舞菜(CV：牧野 天音),"[3, 7, 10, 12.5, '']"
902,snooze,wotaku feat. SHIKI,"[3, 8, 11.8, 13.9, '']"
903,居並ぶ穀物と溜息まじりの運送屋,hanzo,"[2, 7, 10.4, 13.6, '']"
904,Scythe of Death,Masahiro “Godspeed” Aoki,"[5, 10, 13.8, 15, '']"
905,Death Scythe,SHIKI,"[3, 8.7, 12.4, 14.1, '']"
906,夏宵スターマイン -三角 葵ソロver.-,曲：本多友紀（Arte Refact）／歌：三角 葵(CV：春野 杏),"[2, 7, 10, 13, '']"
907,夏宵スターマイン -藍原 椿ソロver.-,曲：本多友紀（Arte Refact）／歌：藍原 椿(CV：橋本 ちなみ),"[2, 7, 10, 13, '']"
908,夏宵スターマイン -早乙女 彩華ソロver.-,曲：本多友紀（Arte Refact）／歌：早乙女 彩華(CV：中島 唯),"[2, 7, 10, 13, '']"
909,夏宵スターマイン -九條 楓ソロver.-,曲：本多友紀（Arte Refact）／歌：九條 楓(CV：佳村 はるか),"[2, 7, 10, 13, '']"
910,夏宵スターマイン -東雲 つむぎソロver.-,曲：本多友紀（Arte Refact）／歌：東雲 つむぎ(CV：和泉 風花),"[2, 7, 10, 13, '']"
911,いちげき！のテーマ -藤沢 柚子ソロver.-,曲：ヒゲドライバー／歌：藤沢 柚子(CV：久保田 梨沙),"[4, 8.7, 11, 13.7, '']"
912,いちげき！のテーマ -結城 莉玖ソロver.-,曲：ヒゲドライバー／歌：結城 莉玖(CV：朝日奈 丸佳),"[4, 8.7, 11, 13.7, '']"
913,いちげき！のテーマ -珠洲島 有栖ソロver.-,曲：ヒゲドライバー／歌：珠洲島 有栖(CV：長縄 まりあ),"[4, 8.7, 11, 13.7, '']"
